"id";"library_id";"current_version";"description";"repository";"homepage";"created_at";"updated_at"
1700;1699;"1.1.1";"Rating plugin for jQuery.";"git+https://github.com/gjunge/rateit.js.git";"https://gjunge.github.io/rateit.js/examples/";"2019-02-07 15:30:12";"2019-02-07 15:30:12"
1701;1700;"1.2.1";"repeatable form input interface";"https://github.com/DubFriend/jquery.repeater";"http://briandetering.net/repeater";"2019-02-07 15:30:12";"2019-02-07 15:30:12"
1702;1701;"1.0.2";"A jQuery plugin for easy consumption of RESTful APIs";"https://github.com/jpillora/jquery.rest";;"2019-02-07 15:30:13";"2019-02-07 15:30:13"
1703;1702;"0.5.3";"Add a water ripple effect to your background using WebGL.";"https://github.com/sirxemic/jquery.ripples.git";"https://sirxemic.github.io/jquery.ripples/";"2019-02-07 15:30:13";"2019-02-07 15:30:13"
1704;1703;"1.3";"Full Screen Gallery to make Your gallery better.";"https://github.com/kunass2/scregal.js.git";"http://scregal.blue-world.pl";"2019-02-07 15:30:14";"2019-02-07 15:30:14"
1705;1704;"1.0.0";"jQuery infinite scroll plugin";"https://github.com/luanlmd/jquery.scroll4ever.git";"http://sb.luanlmd.com/jquery.scroll4ever";"2019-02-07 15:30:14";"2019-02-07 15:30:14"
1706;1705;"0.2.11";"Cross-browser CSS customizable scrollbar";"https://github.com/gromo/jquery.scrollbar.git";;"2019-02-07 15:30:15";"2019-02-07 15:30:15"
1707;1706;"0.2.1";"Nifty scroll events for jQuery.";"git://github.com/ajlkn/jquery.scrollex.git";;"2019-02-07 15:30:15";"2019-02-07 15:30:15"
1708;1707;"1.4.0";"Allows useful callbacks to be fired upon elements scrolling into and out of view from both the top and bottom of the viewport/window.";"git+https://github.com/Xaxis/jquery.scrollfire.git";;"2019-02-07 15:30:16";"2019-02-07 15:30:16"
1709;1708;"1.0.2";"Extension for custom scrolling speed and easing";"https://github.com/nathco/jQuery.scrollSpeed.git";"https://code.nath.co/scrollSpeed";"2019-02-07 15:30:17";"2019-02-07 15:30:17"
1710;1709;"1.2.0";"A styleable replacement for SELECT elements.";"git://github.com/marcj/jquery-selectBox.git";"https://marcj.github.io/jquery-selectBox/";"2019-02-07 15:30:17";"2019-02-07 15:30:17"
1711;1710;"3.8.0";"A jQuery plugin that progressively enhances an HTML Select Box into a single option dropdown list. The dropdown list can be optionally styled with jQuery ThemeRoller and optionally animated with jQueryUI show/hide effects.";"https://github.com/gfranko/jquery.selectBoxIt.js";"http://www.selectboxit.com";"2019-02-07 15:30:18";"2019-02-07 15:30:18"
1712;1711;"1.0.1";"selection text/caret operation - jQuery pulgin | 選択範囲のテキスト操作 / キャレット操作 ";"https://github.com/madapaja/jquery.selection";;"2019-02-07 15:30:18";"2019-02-07 15:30:18"
1713;1712;"2.9.0";"jQuery or Zepto plugin to serialize a form into a JavaScript Object, using the same format as the default Ruby on Rails request params";"https://github.com/marioizquierdo/jquery.serializeJSON";;"2019-02-07 15:30:19";"2019-02-07 15:30:19"
1714;1713;"2.0.3";"A jQuery plugin to turn form data into JSON";"git://github.com/hongymagic/jQuery.serializeObject.git";;"2019-02-07 15:30:19";"2019-02-07 15:30:19"
1715;1714;"1.3.1";"Animated scrolling of series with jQuery";"git://github.com/flesler/jquery.serialScroll.git";;"2019-02-07 15:30:20";"2019-02-07 15:30:20"
1716;1715;"2.0.0";"jQuery plugin which creates a column based grid system that allows drag and drop even between multiple containers.";"https://github.com/McPants/jquery.shapeshift.git";;"2019-02-07 15:30:20";"2019-02-07 15:30:20"
1717;1716;"3.1.0";"A simple jQuery plugin to display current weather data for any location and doesn't get in your way. Handcrafted with ♥ from Austin, Texas by James Fleeting.";"https://github.com/monkeecreate/jquery.simpleWeather";"http://simpleweatherjs.com";"2019-02-07 15:30:21";"2019-02-07 15:30:21"
1718;1717;"1.0.0";"Smart Banners are feature in iOS 6+ to promote App Store apps on your website. This jQuery plugin brings this feature to older iOS versions and Android devices.";"https://github.com/jasny/jquery.smartbanner";"http://jasny.github.io/jquery.smartbanner/";"2019-02-07 15:30:21";"2019-02-07 15:30:21"
1719;1718;"1.1.0";"Advanced jQuery website menu plugin. Mobile first, responsive and accessible list-based website menus that work on all devices.";"https://github.com/vadikom/smartmenus";"http://www.smartmenus.org/";"2019-02-07 15:30:22";"2019-02-07 15:30:22"
1720;1719;"1.6";"2 Klicks fuer mehr Datenschutz";;"http://www.heise.de/extras/socialshareprivacy/";"2019-02-07 15:30:22";"2019-02-07 15:30:22"
1721;1720;"0.6.8";"Create dynamic characters and background animations.";"https://github.com/artlogicmedia/spritely.git";"http://www.spritely.net";"2019-02-07 15:30:23";"2019-02-07 15:30:23"
1722;1721;"2014.02";"SPServices is a jQuery library which abstracts SharePoint's Web Services and makes them easier to use. It also includes functions which use the various Web Service operations to provide more useful (and cool) capabilities. It works entirely client side and requires no server install.";"https://github.com/sympmarc/SPServices.git";"http://spservices.codeplex.com/";"2019-02-07 15:30:23";"2019-02-07 15:30:23"
1723;1722;"1.0.4";"Sticky is a jQuery plugin that gives you the ability to make any element on your page always stay visible.";"https://github.com/garand/sticky";"http://stickyjs.com/";"2019-02-07 15:30:24";"2019-02-07 15:30:24"
1724;1723;"3.0.2";"A jQuery plugin that progressively enhances an HTML Select Box into a Single/Multiple option dropdown list";"git://github.com/HemantNegi/jquery.sumoselect.git";"https://hemantnegi.github.io/jquery.sumoselect/";"2019-02-07 15:30:24";"2019-02-07 15:30:24"
1725;1724;"2.0.3";"Give your forms a helping of awesome!";"https://github.com/remybach/jQuery.superLabels.git";"http://plugins.jquery.com/superLabels/";"2019-02-07 15:30:25";"2019-02-07 15:30:25"
1726;1725;"1.4.4";"A touchable jQuery lightbox.";"https://github.com/brutaldesign/swipebox.git";"https://brutaldesign.github.io/swipebox/";"2019-02-07 15:30:26";"2019-02-07 15:30:26"
1727;1726;"2.31.1";"tablesorter (FORK) is a jQuery plugin for turning a standard HTML table with THEAD and TBODY tags into a sortable table without page refreshes. tablesorter can successfully parse and sort many types of data including linked data in a cell.";"https://github.com/Mottie/tablesorter.git";"http://mottie.github.com/tablesorter/";"2019-02-07 15:30:29";"2019-02-07 15:30:29"
1728;1727;"1.7.3";"Yet another jQuery plugin for tabs, lightweight, easy to use and with some extra features.";"git+https://github.com/vdw/Tabslet.git";;"2019-02-07 15:30:29";"2019-02-07 15:30:29"
1729;1728;"2.1.2";"jQuery Terminal Emulator is a plugin for creating command line interpreters in your applications.";"git+https://github.com/jcubic/jquery.terminal.git";"http://terminal.jcubic.pl";"2019-02-07 15:30:30";"2019-02-07 15:30:30"
1730;1729;"1.8.4";"Introduce autocompleting power to textareas, like GitHub comment forms have.";"https://github.com/yuku-t/jquery-textcomplete.git";"http://yuku-t.com/jquery-textcomplete/";"2019-02-07 15:30:31";"2019-02-07 15:30:31"
1731;1730;"2.2";"A jquery special event plugin that makes the task of adding complex drag and drop interactions, to any element, simple and powerful.";"git+https://github.com/threedubmedia/jquery.threedubmedia.git";"http://threedubmedia.com/";"2019-02-07 15:30:31";"2019-02-07 15:30:31"
1734;1733;"1.9.0";"A jQuery plugin that creates a dynamic table of contents";"git://github.com/gfranko/jquery.tocify.js.git";"http://gregfranko.com/jquery.tocify.js/";"2019-02-07 15:30:33";"2019-02-07 15:30:33"
1735;1734;"1.1.0";"Adds touch gesture events to jQuery";"https://github.com/ajlkn/jquery.touch";;"2019-02-07 15:30:33";"2019-02-07 15:30:33"
1736;1735;"1.6.19";"A jquery plugin to be used on touch devices such as iPad, iPhone, Android etc, to react to swipe gestures.";"https://github.com/mattbryson/TouchSwipe-Jquery-Plugin.git";"http://labs.skinkers.com/touchSwipe";"2019-02-07 15:30:34";"2019-02-07 15:30:34"
1737;1736;"0.9.12";"Smooth CSS3 transitions and transformations for jQuery.";"https://github.com/rstacruz/jquery.transit";"http://ricostacruz.com/jquery.transit/";"2019-02-07 15:30:34";"2019-02-07 15:30:34"
1738;1737;"2.1.0";"jQuery plugin for drop-in fix binded events problem caused by Turbolinks";"https://github.com/kossnocorp/jquery.turbolinks.git";;"2019-02-07 15:30:35";"2019-02-07 15:30:35"
1739;1738;"1.18.1";"Turn a jQuery UI Menu widget into a contextmenu.";"https://github.com/mar10/jquery-ui-contextmenu";;"2019-02-07 15:30:35";"2019-02-07 15:30:35"
1740;1739;"2.4.0";"Provides callbacks for image loading events";"https://github.com/alexanderdickson/waitForImages";;"2019-02-07 15:30:36";"2019-02-07 15:30:36"
1741;1740;"3.0.0";"JQuery Web Ticker";"git+https://github.com/mazedigital/Web-Ticker.git";"https://maze.digital/webticker/";"2019-02-07 15:30:36";"2019-02-07 15:30:36"
1742;1741;"2.1.2";"Javascript plugin for laying out elements of varying heights in a column-based grid. It also contains support for filtering and sorting items. A lot of examples are included showing how to use all the available options.";"https://github.com/germanysbestkeptsecret/Wookmark-jQuery";"http://www.wookmark.com/jquery-plugin";"2019-02-07 15:30:37";"2019-02-07 15:30:37"
1743;1742;"1.1.3";"The jQuery adapter for the x18n internationalisation library.";"https://github.com/florian/jQuery.x18n.git";;"2019-02-07 15:30:37";"2019-02-07 15:30:37"
1744;1743;"3.3.1";"JavaScript library for DOM operations";"https://github.com/jquery/jquery.git";"http://jquery.com/";"2019-02-07 15:30:37";"2019-02-07 15:30:37"
1745;1744;"2.0.2";"Jquery plugin for styling HTML form elements";"git+https://github.com/Dimox/jQueryFormStyler.git";"http://dimox.name/jquery-form-styler/";"2019-02-07 15:30:38";"2019-02-07 15:30:38"
1746;1745;"0.0.9";"jQuery-Keyframes allows dynamic generation of CSS3 keyframes with callback events and other niceness.";"https://github.com/Keyframes/jQuery.Keyframes.git";;"2019-02-07 15:30:39";"2019-02-07 15:30:39"
1747;1746;"0.93";"jQuery Mobile router is a plugin for jQuery Mobile to enhance the framework with a client side router/controller that works with jQuery Mobile events";"https://github.com/azicchetti/jquerymobile-router.git";;"2019-02-07 15:30:39";"2019-02-07 15:30:39"
1748;1747;"0.2.3";"A small hack that enables the use of touch events on sites using the jQuery UI user interface library.";"https://github.com/furf/jquery-ui-touch-punch.git";"http://touchpunch.furf.com/";"2019-02-07 15:30:40";"2019-02-07 15:30:40"
1749;1748;"1.12.1";"A curated set of user interface interactions, effects, widgets, and themes built on top of the jQuery JavaScript Library.";"https://github.com/jquery/jquery-ui";"http://jqueryui.com/";"2019-02-07 15:30:41";"2019-02-07 15:30:41"
1750;1749;"1.5.1";"jQuery Vector Map Library";"git+https://github.com/manifestinteractive/jqvmap.git";"http://jqvmap.com";"2019-02-07 15:30:42";"2019-02-07 15:30:42"
1751;1750;"1.1.4";"jReject is a simple tool for rejecting specific browsers in a nice modal window";"https://github.com/TurnWheel/jReject.git";"http://jreject.turnwheel.com";"2019-02-07 15:30:42";"2019-02-07 15:30:42"
1752;1751;"1.0.0";"jRespond is a simple way to globally manage javascript on responsive websites.";"https://github.com/ten1seven/jRespond.git";;"2019-02-07 15:30:43";"2019-02-07 15:30:43"
1753;1752;"1.3.0";"jRumble is a jQuery plugin that rumbles, vibrates, shakes, and rotates any element you choose. It's great to use as a hover effect or a way to direct attention to an element.";"git+https://github.com/jackrugile/jrumble.git";"https://jackrugile.com/jrumble";"2019-02-07 15:30:43";"2019-02-07 15:30:43"
1754;1753;"1.8.9";"jsbeautifier.org for node";"git://github.com/beautify-web/js-beautify.git";"http://jsbeautifier.org/";"2019-02-07 15:30:44";"2019-02-07 15:30:44"
1755;1754;"2.0.8";"A bson parser for node.js and the browser";"https://github.com/mongodb/js-bson.git";;"2019-02-07 15:30:45";"2019-02-07 15:30:45"
1756;1755;"2.2.0";"A simple, lightweight JavaScript API for handling cookies";"git://github.com/js-cookie/js-cookie.git";;"2019-02-07 15:30:45";"2019-02-07 15:30:45"
1757;1756;"3.2.4";"Angular wrapper for js-data.";"https://github.com/js-data/js-data-angular.git";"http://www.js-data.io/docs/js-data-angular";"2019-02-07 15:30:46";"2019-02-07 15:30:46"
1758;1757;"3.0.0";"Firebase adapter for js-data.";"https://github.com/js-data/js-data-firebase.git";"http://www.js-data.io/docs/dsfirebaseadapter";"2019-02-07 15:30:46";"2019-02-07 15:30:46"
1759;1758;"2.2.2";"HTTP adapter for js-data.";"https://github.com/js-data/js-data-http.git";"http://www.js-data.io/docs/dshttpadapter";"2019-02-07 15:30:47";"2019-02-07 15:30:47"
1760;1759;"2.1.1";"localforage adapter for js-data.";"https://github.com/js-data/js-data-localforage.git";"http://www.js-data.io/docs/dslocalforageadapter";"2019-02-07 15:30:47";"2019-02-07 15:30:47"
1761;1760;"2.3.2";"localStorage adapter for js-data.";"https://github.com/js-data/js-data-localstorage.git";"http://www.js-data.io/docs/dslocalstorageadapter";"2019-02-07 15:30:48";"2019-02-07 15:30:48"
1762;1761;"3.0.5";"Robust, framework-agnostic in-memory data store.";"https://github.com/js-data/js-data.git";"http://www.js-data.io";"2019-02-07 15:30:48";"2019-02-07 15:30:48"
1763;1762;"1.9.2";"a date and time library for javascript";"https://github.com/js-joda/js-joda.git";"https://js-joda.github.io/js-joda/";"2019-02-07 15:30:49";"2019-02-07 15:30:49"
1764;1763;"1.0.0";"The library creates and manages per-zoom-level clusters for large amounts of markers. Google API v3.";"git+https://github.com/googlemaps/js-marker-clusterer.git";"https://googlemaps.github.io/js-marker-clusterer/docs/reference.html";"2019-02-07 15:30:49";"2019-02-07 15:30:49"
1765;1764;"1.3.2";"Emscripten-compiled Javascript version of NaCl, the Networking and Cryptography library.";"https://github.com/tonyg/js-nacl.git";;"2019-02-07 15:30:50";"2019-02-07 15:30:50"
1766;1765;"1.0.0";"computer vision in your browser - javascript real-time object detection";"git://github.com/mtschirs/js-objectdetect.git";;"2019-02-07 15:30:50";"2019-02-07 15:30:50"
1767;1766;"0.1.42";"Collection of Web polyfills.";"https://github.com/inexorabletash/polyfill.git";;"2019-02-07 15:30:51";"2019-02-07 15:30:51"
1768;1767;"1.7.3";"JavaScript library for quantity calculation and unit conversion";"https://github.com/gentooboontoo/js-quantities.git";"https://gentooboontoo.github.io/js-quantities/";"2019-02-07 15:30:51";"2019-02-07 15:30:51"
1769;1768;"1.2.0";"Emscripten-compiled scrypt, a Password-Based Key Derivation Function from Colin Percival.";"https://github.com/tonyg/js-scrypt.git";"https://www.tarsnap.com/scrypt.html";"2019-02-07 15:30:52";"2019-02-07 15:30:52"
1770;1769;"1.0.6";"Generates UML sequence diagrams from simple text";"git://github.com/bramp/js-sequence-diagrams.git";"http://bramp.github.io/js-sequence-diagrams/";"2019-02-07 15:30:53";"2019-02-07 15:30:53"
1771;1770;"0.6.0";"A simple SHA1 hash function for JavaScript supports UTF-8 encoding.";"https://github.com/emn178/js-sha1.git";;"2019-02-07 15:30:53";"2019-02-07 15:30:53"
1772;1771;"0.9.0";"A simple SHA-256 / SHA-224 hash function for JavaScript supports UTF-8 encoding.";"https://github.com/emn178/js-sha256.git";;"2019-02-07 15:30:54";"2019-02-07 15:30:54"
1773;1772;"0.8.0";"A simple SHA-3 / Keccak / Shake hash function for JavaScript supports UTF-8 encoding.";"https://github.com/emn178/js-sha3.git";;"2019-02-07 15:30:54";"2019-02-07 15:30:54"
1774;1773;"0.8.0";"This is a simple SHA-512, SHA-384, SHA-512/224, SHA-512/256 hash functions for JavaScript supports UTF-8 encoding.";"https://github.com/emn178/js-sha512.git";;"2019-02-07 15:30:55";"2019-02-07 15:30:55"
